ID,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Season,Review Rating,Previous Purchases,Frequency of Purchases,Height,Breadth,Length,Vendor Name,Vendor Ratings,Warehouse Name,Profit Margins (%)
614,Male,Pants,Clothing,41,Delaware,M,Winter,3.5,2,Weekly,15,24,35,Vendor F,4.8,Warehouse E,49.3
615,Male,Jewelry,Accessories,27,Ohio,XL,Winter,4.7,16,Fortnightly,19,25,44,Vendor B,4.4,Warehouse E,32.17
616,Female,Shirt,Clothing,56,New Mexico,M,Winter,2.6,30,Annually,19,26,36,Vendor E,1.5,Warehouse E,23.58
617,Female,Shoes,Footwear,82,Alabama,L,Winter,3.7,1,Every 3 Months,12,12,22,Vendor C,3.3,Warehouse E,29.79
618,Male,Hat,Accessories,77,South Dakota,M,Spring,4.0,22,Monthly,8,31,23,Vendor B,4.4,Warehouse E,36.13
619,Female,Blouse,Clothing,60,Ohio,M,Winter,4.9,25,Monthly,5,27,24,Vendor D,2.6,Warehouse E,8.45
620,Female,Boots,Footwear,32,North Carolina,S,Spring,4.6,19,Bi-Weekly,8,32,15,Vendor E,1.5,Warehouse E,39.13
621,Male,Blouse,Clothing,49,New Mexico,L,Spring,3.0,20,Monthly,14,29,48,Vendor E,1.5,Warehouse E,8.82
622,Male,Blouse,Clothing,31,Florida,XL,Summer,4.5,48,Monthly,19,35,49,Vendor H,3.9,Warehouse E,42.57
623,Male,Skirt,Clothing,92,Washington,L,Summer,3.4,16,Monthly,17,43,30,Vendor D,2.6,Warehouse E,34.06
624,Male,Gloves,Accessories,93,Maryland,L,Winter,4.7,36,Monthly,11,48,38,Vendor B,4.4,Warehouse E,18.0
625,Female,Shirt,Clothing,75,North Dakota,M,Summer,3.8,18,Every 3 Months,8,20,49,Vendor C,3.3,Warehouse E,9.56
626,Female,Jeans,Clothing,75,California,XL,Spring,4.0,45,Annually,16,40,11,Vendor G,3.0,Warehouse E,11.42
627,Male,Pants,Clothing,21,Wisconsin,L,Fall,3.3,10,Every 3 Months,8,47,47,Vendor C,3.3,Warehouse E,33.24
628,Male,Pants,Clothing,56,Tennessee,L,Summer,3.0,24,Monthly,14,29,39,Vendor B,4.4,Warehouse E,36.46
629,Male,Gloves,Accessories,22,Ohio,M,Spring,3.6,33,Bi-Weekly,16,25,37,Vendor E,1.5,Warehouse E,18.33
630,Female,Sandals,Footwear,81,New York,S,Fall,4.5,7,Monthly,11,23,20,Vendor F,4.8,Warehouse E,11.42
631,Male,Scarf,Accessories,85,Rhode Island,M,Winter,3.4,16,Bi-Weekly,6,14,17,Vendor B,4.4,Warehouse E,41.41
632,Male,Shoes,Footwear,35,Maine,L,Winter,4.8,18,Fortnightly,18,43,31,Vendor B,4.4,Warehouse E,17.05
633,Male,Socks,Clothing,35,Oregon,L,Summer,4.2,46,Every 3 Months,13,47,31,Vendor D,2.6,Warehouse E,31.41
634,Male,T-shirt,Clothing,41,Kansas,S,Summer,3.4,22,Bi-Weekly,12,28,31,Vendor E,1.5,Warehouse E,19.4
635,Female,Jewelry,Accessories,98,Arkansas,M,Winter,3.3,10,Annually,6,10,24,Vendor B,4.4,Warehouse E,20.8
636,Male,Jeans,Clothing,50,New Mexico,L,Spring,4.7,5,Weekly,7,42,19,Vendor A,2.2,Warehouse E,44.61
637,Female,Socks,Clothing,77,North Carolina,M,Fall,3.4,11,Quarterly,12,20,16,Vendor C,3.3,Warehouse E,48.56
638,Male,Jewelry,Accessories,25,Vermont,M,Summer,4.5,28,Every 3 Months,9,37,41,Vendor A,2.2,Warehouse C,24.64
639,Female,Hat,Accessories,50,Wyoming,S,Fall,3.0,1,Fortnightly,17,42,48,Vendor A,2.2,Warehouse E,19.76
640,Male,Blouse,Clothing,45,Delaware,M,Spring,4.8,21,Quarterly,11,47,43,Vendor G,3.0,Warehouse E,8.88
641,Female,Jeans,Clothing,57,Mississippi,L,Fall,4.2,8,Monthly,9,34,38,Vendor E,1.5,Warehouse E,14.69
642,Male,Pants,Clothing,73,Utah,L,Winter,3.5,40,Every 3 Months,10,20,18,Vendor B,4.4,Warehouse E,23.5
643,Male,Scarf,Accessories,34,Nebraska,L,Fall,3.3,26,Annually,6,11,27,Vendor C,3.3,Warehouse E,43.58
644,Female,Belt,Accessories,95,Alaska,M,Spring,2.5,24,Bi-Weekly,9,49,46,Vendor D,2.6,Warehouse E,31.27
645,Male,Sunglasses,Accessories,71,Delaware,M,Fall,4.3,1,Every 3 Months,16,12,14,Vendor C,3.3,Warehouse E,9.5
646,Male,Jacket,Outerwear,77,Maryland,M,Summer,3.5,3,Bi-Weekly,18,19,39,Vendor G,3.0,Warehouse E,14.85
647,Male,Skirt,Clothing,43,Idaho,L,Fall,4.3,21,Quarterly,19,10,34,Vendor G,3.0,Warehouse E,28.61
648,Female,Shirt,Clothing,93,Nebraska,L,Summer,2.6,2,Weekly,20,19,40,Vendor F,4.8,Warehouse E,7.42
649,Male,Jacket,Outerwear,23,Wisconsin,S,Spring,4.4,20,Weekly,19,21,35,Vendor D,2.6,Warehouse E,24.4
650,Male,Skirt,Clothing,39,Virginia,XL,Fall,4.2,6,Quarterly,8,12,44,Vendor A,2.2,Warehouse E,31.21
651,Female,Shorts,Clothing,87,Montana,S,Fall,5.0,40,Quarterly,18,22,42,Vendor C,3.3,Warehouse E,25.1
652,Male,T-shirt,Clothing,83,Massachusetts,S,Spring,3.0,6,Every 3 Months,14,32,46,Vendor B,4.4,Warehouse E,16.14
653,Male,Jeans,Clothing,48,Wyoming,L,Fall,4.3,1,Every 3 Months,15,32,15,Vendor B,4.4,Warehouse E,8.39
654,Female,Shirt,Clothing,65,Montana,S,Spring,3.9,36,Bi-Weekly,6,40,41,Vendor D,2.6,Warehouse E,25.2
655,Male,Sweater,Clothing,40,North Carolina,M,Fall,2.7,11,Every 3 Months,16,29,20,Vendor H,3.9,Warehouse E,44.9
656,Male,Sunglasses,Accessories,71,Maine,S,Winter,3.5,29,Every 3 Months,19,42,26,Vendor A,2.2,Warehouse E,10.62
657,Male,Hat,Accessories,46,Hawaii,M,Fall,3.4,30,Annually,20,38,23,Vendor F,4.8,Warehouse B,41.19
658,Male,Boots,Footwear,81,South Carolina,M,Fall,4.9,30,Bi-Weekly,11,38,49,Vendor G,3.0,Warehouse E,12.86
659,Female,Belt,Accessories,85,Arizona,S,Summer,3.3,16,Monthly,5,15,20,Vendor E,1.5,Warehouse E,18.7
660,Male,Shirt,Clothing,98,Florida,L,Fall,3.3,46,Quarterly,6,39,50,Vendor D,2.6,Warehouse E,6.23
661,Male,Jeans,Clothing,98,Tennessee,L,Spring,2.8,38,Fortnightly,13,42,10,Vendor D,2.6,Warehouse E,33.14
662,Male,Shirt,Clothing,40,Texas,M,Summer,3.5,40,Annually,7,10,48,Vendor E,1.5,Warehouse D,5.52
663,Female,Jeans,Clothing,48,Tennessee,M,Summer,3.5,13,Bi-Weekly,14,30,46,Vendor H,3.9,Warehouse E,49.51
664,Male,Sandals,Footwear,22,New Mexico,S,Spring,5.0,21,Monthly,20,20,26,Vendor C,3.3,Warehouse E,6.88
665,Female,Sneakers,Footwear,96,Missouri,M,Spring,3.2,41,Quarterly,14,26,16,Vendor G,3.0,Warehouse E,6.96
666,Male,Sneakers,Footwear,50,Georgia,L,Winter,2.9,17,Annually,20,28,44,Vendor H,3.9,Warehouse E,26.3
667,Male,Handbag,Accessories,84,Iowa,L,Winter,3.3,43,Monthly,16,21,38,Vendor B,4.4,Warehouse E,16.63
668,Male,Shorts,Clothing,100,Michigan,M,Summer,2.6,43,Annually,11,35,28,Vendor F,4.8,Warehouse E,32.97
669,Male,Hat,Accessories,25,Idaho,M,Spring,4.5,23,Monthly,16,24,49,Vendor G,3.0,Warehouse E,33.54
670,Male,Pants,Clothing,90,Colorado,M,Spring,4.7,21,Annually,11,18,35,Vendor A,2.2,Warehouse E,16.16
671,Male,Jeans,Clothing,93,Oklahoma,M,Fall,2.5,9,Weekly,16,18,37,Vendor F,4.8,Warehouse E,7.82
672,Male,Shirt,Clothing,60,Alabama,M,Spring,5.0,8,Every 3 Months,17,24,18,Vendor H,3.9,Warehouse E,29.2
673,Female,Boots,Footwear,67,North Carolina,M,Winter,2.7,10,Quarterly,14,49,34,Vendor F,4.8,Warehouse E,6.12
674,Male,Sandals,Footwear,63,Texas,M,Spring,4.4,20,Weekly,7,22,40,Vendor A,2.2,Warehouse D,6.74
675,Male,Shirt,Clothing,82,Wyoming,M,Summer,4.8,37,Quarterly,19,41,31,Vendor G,3.0,Warehouse E,24.05
676,Female,Dress,Clothing,70,Montana,M,Summer,3.3,18,Weekly,5,33,44,Vendor E,1.5,Warehouse E,39.06
677,Male,Backpack,Accessories,38,Georgia,S,Fall,5.0,16,Quarterly,6,31,20,Vendor D,2.6,Warehouse E,17.38
678,Male,Jacket,Outerwear,65,Alabama,M,Fall,2.6,25,Fortnightly,18,14,30,Vendor F,4.8,Warehouse E,40.43
679,Male,T-shirt,Clothing,90,Florida,M,Fall,3.6,50,Every 3 Months,7,42,44,Vendor D,2.6,Warehouse E,33.2
680,Male,Backpack,Accessories,49,Delaware,M,Summer,3.2,38,Bi-Weekly,16,17,31,Vendor F,4.8,Warehouse E,9.19
681,Female,Boots,Footwear,94,Connecticut,M,Spring,4.9,3,Quarterly,20,10,15,Vendor G,3.0,Warehouse E,39.37
682,Male,Shorts,Clothing,75,Mississippi,L,Spring,4.2,29,Quarterly,20,40,36,Vendor D,2.6,Warehouse E,32.42
683,Male,Sneakers,Footwear,67,West Virginia,L,Spring,2.9,35,Quarterly,7,27,22,Vendor C,3.3,Warehouse E,43.43
684,Male,Sunglasses,Accessories,27,Vermont,M,Summer,3.2,47,Weekly,17,48,39,Vendor D,2.6,Warehouse C,44.6
685,Male,Scarf,Accessories,68,Texas,M,Winter,4.7,21,Every 3 Months,13,36,18,Vendor A,2.2,Warehouse D,7.74
686,Male,Boots,Footwear,39,Alabama,XL,Spring,3.1,9,Fortnightly,18,38,50,Vendor E,1.5,Warehouse E,36.25
687,Female,Hat,Accessories,50,New Jersey,M,Fall,2.9,26,Monthly,14,16,13,Vendor G,3.0,Warehouse E,32.3
688,Male,Sunglasses,Accessories,42,Indiana,M,Winter,3.5,4,Bi-Weekly,19,41,25,Vendor H,3.9,Warehouse E,40.74
689,Male,Scarf,Accessories,44,New Hampshire,M,Winter,3.8,25,Annually,9,34,41,Vendor A,2.2,Warehouse E,20.58
690,Female,Jacket,Outerwear,34,Kentucky,XL,Fall,4.0,1,Fortnightly,18,15,24,Vendor F,4.8,Warehouse E,49.46
691,Male,Coat,Outerwear,31,Vermont,L,Summer,2.8,28,Quarterly,20,11,33,Vendor C,3.3,Warehouse C,47.86
692,Male,Sneakers,Footwear,36,Colorado,S,Spring,3.8,33,Fortnightly,5,36,19,Vendor F,4.8,Warehouse E,24.82
693,Female,Shirt,Clothing,32,Kentucky,M,Winter,4.6,18,Fortnightly,12,46,43,Vendor E,1.5,Warehouse E,43.25
694,Male,Coat,Outerwear,31,California,S,Fall,3.2,37,Monthly,11,19,27,Vendor F,4.8,Warehouse E,20.86
695,Male,Belt,Accessories,81,New Jersey,M,Spring,4.5,8,Bi-Weekly,5,49,31,Vendor H,3.9,Warehouse E,8.73
696,Male,T-shirt,Clothing,89,New York,S,Winter,3.3,15,Weekly,9,20,25,Vendor B,4.4,Warehouse E,26.34
697,Male,Hat,Accessories,68,North Carolina,XL,Summer,4.4,6,Quarterly,6,14,38,Vendor H,3.9,Warehouse E,43.18
698,Male,T-shirt,Clothing,64,Kansas,M,Summer,4.8,4,Monthly,5,50,47,Vendor F,4.8,Warehouse E,28.9
699,Female,Pants,Clothing,66,Nebraska,XL,Summer,2.8,36,Monthly,11,11,14,Vendor C,3.3,Warehouse E,28.99
700,Male,Scarf,Accessories,92,Maryland,XL,Summer,4.3,8,Annually,11,16,29,Vendor E,1.5,Warehouse E,41.74
701,Male,T-shirt,Clothing,47,Wyoming,M,Fall,3.5,35,Monthly,6,27,24,Vendor F,4.8,Warehouse E,27.08
702,Female,Sweater,Clothing,79,Nebraska,M,Spring,4.0,24,Quarterly,15,13,48,Vendor B,4.4,Warehouse E,11.04
703,Male,Belt,Accessories,24,Vermont,L,Winter,3.2,3,Monthly,17,32,33,Vendor F,4.8,Warehouse C,47.37
704,Female,Boots,Footwear,70,Ohio,M,Winter,4.1,29,Fortnightly,6,47,49,Vendor A,2.2,Warehouse E,17.13
705,Female,Backpack,Accessories,87,Nebraska,XL,Fall,3.8,37,Fortnightly,15,22,33,Vendor B,4.4,Warehouse E,23.14
706,Male,Jeans,Clothing,96,Florida,XL,Spring,3.3,24,Annually,9,28,27,Vendor A,2.2,Warehouse E,43.11
707,Male,Blouse,Clothing,71,Maine,M,Summer,3.3,5,Every 3 Months,6,40,12,Vendor G,3.0,Warehouse E,44.88
708,Female,Belt,Accessories,68,Kansas,M,Summer,4.0,18,Monthly,17,10,40,Vendor G,3.0,Warehouse E,18.58
709,Male,Pants,Clothing,46,Tennessee,L,Summer,4.6,41,Weekly,12,25,43,Vendor B,4.4,Warehouse E,13.97
710,Female,Dress,Clothing,66,Ohio,L,Fall,4.6,19,Every 3 Months,18,36,45,Vendor G,3.0,Warehouse E,11.5
711,Female,Blouse,Clothing,74,Alaska,XL,Spring,4.2,29,Fortnightly,12,43,27,Vendor E,1.5,Warehouse E,5.16
712,Male,Handbag,Accessories,41,Nebraska,M,Winter,4.9,7,Annually,11,13,48,Vendor D,2.6,Warehouse E,49.86
713,Male,Jacket,Outerwear,30,Michigan,M,Fall,3.9,46,Quarterly,14,41,37,Vendor C,3.3,Warehouse E,43.52
714,Male,Boots,Footwear,63,Nevada,S,Summer,4.9,18,Bi-Weekly,19,37,13,Vendor F,4.8,Warehouse E,39.4
715,Female,T-shirt,Clothing,59,Tennessee,M,Fall,3.4,26,Annually,5,15,47,Vendor B,4.4,Warehouse E,19.46
716,Female,Sandals,Footwear,71,Arkansas,M,Spring,4.8,14,Quarterly,12,35,46,Vendor F,4.8,Warehouse E,12.62
717,Male,Socks,Clothing,30,Florida,L,Summer,2.9,26,Bi-Weekly,9,48,26,Vendor G,3.0,Warehouse E,43.48
718,Female,Gloves,Accessories,94,Pennsylvania,L,Winter,2.8,39,Weekly,10,18,26,Vendor G,3.0,Warehouse E,5.53
719,Male,T-shirt,Clothing,82,Texas,M,Fall,3.4,3,Quarterly,19,23,32,Vendor H,3.9,Warehouse D,10.9
720,Female,Gloves,Accessories,93,Idaho,M,Summer,4.5,25,Quarterly,5,23,24,Vendor C,3.3,Warehouse E,7.82
721,Male,Sweater,Clothing,30,Montana,S,Fall,3.2,16,Annually,13,25,48,Vendor C,3.3,Warehouse E,19.41
722,Male,Blouse,Clothing,81,New Hampshire,XL,Summer,3.8,36,Quarterly,20,41,22,Vendor G,3.0,Warehouse E,7.85
723,Male,Jewelry,Accessories,32,Maryland,M,Spring,3.0,28,Bi-Weekly,12,38,20,Vendor C,3.3,Warehouse E,28.77
724,Male,Sandals,Footwear,96,West Virginia,M,Winter,2.7,28,Fortnightly,14,21,49,Vendor A,2.2,Warehouse E,49.93
725,Male,Sunglasses,Accessories,27,Kansas,S,Fall,4.4,45,Weekly,20,40,19,Vendor E,1.5,Warehouse E,24.34
726,Male,Jewelry,Accessories,38,Alabama,S,Winter,4.0,16,Bi-Weekly,13,39,39,Vendor B,4.4,Warehouse E,24.41
727,Male,Hat,Accessories,68,Ohio,M,Fall,4.0,3,Bi-Weekly,14,37,42,Vendor D,2.6,Warehouse E,19.79
728,Male,Jacket,Outerwear,87,North Carolina,S,Winter,4.2,28,Annually,5,20,37,Vendor B,4.4,Warehouse E,6.34
729,Female,Socks,Clothing,25,Montana,L,Fall,3.6,16,Weekly,14,25,10,Vendor E,1.5,Warehouse E,8.02
730,Male,Dress,Clothing,96,Montana,M,Winter,4.2,47,Quarterly,7,38,38,Vendor H,3.9,Warehouse E,42.53
731,Male,Sweater,Clothing,60,California,M,Spring,3.9,44,Weekly,5,43,43,Vendor H,3.9,Warehouse E,26.97
732,Male,Scarf,Accessories,26,New York,L,Spring,3.0,21,Bi-Weekly,16,19,12,Vendor C,3.3,Warehouse E,10.63
733,Female,Coat,Outerwear,44,Louisiana,M,Spring,2.7,14,Monthly,5,11,44,Vendor G,3.0,Warehouse E,29.96
734,Male,Shorts,Clothing,52,Oklahoma,S,Fall,3.1,37,Monthly,12,20,22,Vendor F,4.8,Warehouse E,27.33
735,Male,Scarf,Accessories,40,Georgia,M,Fall,2.7,48,Annually,9,14,45,Vendor D,2.6,Warehouse E,13.89
736,Male,Handbag,Accessories,61,Nevada,XL,Spring,4.5,11,Annually,7,31,27,Vendor C,3.3,Warehouse E,34.47
737,Female,Boots,Footwear,99,South Carolina,XL,Summer,3.2,11,Weekly,12,22,48,Vendor H,3.9,Warehouse E,17.93
738,Female,T-shirt,Clothing,35,Indiana,M,Spring,2.7,21,Every 3 Months,7,28,19,Vendor B,4.4,Warehouse E,7.55
739,Female,Belt,Accessories,73,New Hampshire,M,Spring,4.8,38,Every 3 Months,9,40,32,Vendor G,3.0,Warehouse E,30.19
740,Male,T-shirt,Clothing,31,Washington,L,Fall,4.8,35,Every 3 Months,16,21,39,Vendor A,2.2,Warehouse E,44.65
741,Male,Shoes,Footwear,36,Virginia,XL,Fall,3.0,1,Fortnightly,13,18,13,Vendor F,4.8,Warehouse E,27.48
742,Male,Belt,Accessories,94,Florida,M,Spring,3.2,20,Every 3 Months,8,26,23,Vendor E,1.5,Warehouse E,17.96
743,Male,Backpack,Accessories,29,Arizona,S,Fall,3.6,37,Bi-Weekly,17,35,32,Vendor E,1.5,Warehouse E,35.32
744,Male,Shirt,Clothing,60,Alaska,M,Spring,2.9,31,Weekly,11,41,30,Vendor D,2.6,Warehouse E,49.26
745,Female,Hat,Accessories,42,South Carolina,M,Summer,3.4,24,Annually,13,36,24,Vendor B,4.4,Warehouse E,46.32
746,Male,Shoes,Footwear,58,Oregon,L,Summer,4.2,10,Every 3 Months,9,30,23,Vendor G,3.0,Warehouse E,48.31
747,Male,Sunglasses,Accessories,69,Michigan,M,Fall,3.5,31,Quarterly,7,34,43,Vendor D,2.6,Warehouse E,20.84
748,Female,Skirt,Clothing,63,Florida,L,Winter,4.1,6,Quarterly,6,46,16,Vendor D,2.6,Warehouse E,22.11
749,Male,T-shirt,Clothing,45,California,S,Spring,2.9,8,Quarterly,20,45,36,Vendor B,4.4,Warehouse E,27.68
750,Female,Shoes,Footwear,40,Colorado,L,Spring,2.7,21,Weekly,9,39,49,Vendor C,3.3,Warehouse E,24.08
751,Male,Hoodie,Clothing,98,North Carolina,S,Spring,4.3,25,Fortnightly,10,44,10,Vendor F,4.8,Warehouse E,16.96
752,Male,Dress,Clothing,58,Colorado,L,Spring,2.9,32,Every 3 Months,8,31,19,Vendor F,4.8,Warehouse E,20.75
753,Female,Pants,Clothing,76,Kansas,M,Fall,3.2,20,Weekly,18,43,50,Vendor F,4.8,Warehouse E,8.33
754,Male,Hat,Accessories,22,Connecticut,L,Spring,2.9,45,Quarterly,7,31,23,Vendor E,1.5,Warehouse E,23.52
755,Female,Sandals,Footwear,30,Rhode Island,M,Spring,3.6,1,Monthly,10,45,30,Vendor C,3.3,Warehouse E,47.43
756,Female,Skirt,Clothing,37,New Jersey,S,Fall,4.1,33,Quarterly,15,41,50,Vendor H,3.9,Warehouse E,36.78
757,Female,Pants,Clothing,58,Oklahoma,XL,Summer,2.5,31,Fortnightly,13,25,39,Vendor A,2.2,Warehouse E,36.79
758,Male,Belt,Accessories,39,Montana,L,Summer,3.6,38,Monthly,17,22,35,Vendor E,1.5,Warehouse E,33.21
759,Male,Hat,Accessories,56,Wyoming,M,Fall,4.1,18,Monthly,20,21,17,Vendor B,4.4,Warehouse E,44.83
760,Female,Handbag,Accessories,52,West Virginia,M,Fall,2.9,35,Quarterly,13,18,32,Vendor H,3.9,Warehouse E,18.86
761,Female,Blouse,Clothing,46,South Dakota,M,Summer,4.7,10,Weekly,11,34,29,Vendor F,4.8,Warehouse E,27.37
762,Female,Dress,Clothing,32,Arizona,L,Winter,2.6,16,Annually,12,30,27,Vendor C,3.3,Warehouse E,7.92
763,Female,Blouse,Clothing,72,Oregon,M,Spring,3.7,24,Quarterly,16,12,40,Vendor H,3.9,Warehouse E,18.97
764,Male,Socks,Clothing,57,Idaho,S,Spring,3.1,14,Fortnightly,14,31,40,Vendor C,3.3,Warehouse E,41.42
765,Male,Sunglasses,Accessories,63,Michigan,L,Winter,3.0,23,Weekly,18,36,42,Vendor C,3.3,Warehouse E,47.64
766,Female,Gloves,Accessories,32,Texas,L,Spring,4.3,36,Bi-Weekly,16,36,18,Vendor H,3.9,Warehouse D,27.19
767,Male,Coat,Outerwear,100,Montana,S,Spring,2.7,30,Every 3 Months,18,12,22,Vendor G,3.0,Warehouse E,46.71
768,Male,Boots,Footwear,87,Ohio,XL,Spring,4.1,34,Every 3 Months,7,50,32,Vendor E,1.5,Warehouse E,17.01
769,Male,Jewelry,Accessories,53,Nevada,S,Winter,4.4,35,Monthly,15,42,32,Vendor H,3.9,Warehouse E,39.0
770,Male,Sandals,Footwear,90,Maine,M,Fall,4.6,22,Fortnightly,12,47,43,Vendor B,4.4,Warehouse E,8.51
771,Male,Pants,Clothing,66,Georgia,M,Summer,4.4,30,Weekly,19,23,29,Vendor F,4.8,Warehouse E,7.68
772,Male,Socks,Clothing,29,Maryland,M,Fall,4.2,44,Weekly,19,42,31,Vendor F,4.8,Warehouse E,33.88
773,Male,Sweater,Clothing,74,Florida,XL,Fall,4.1,30,Annually,11,26,15,Vendor C,3.3,Warehouse E,17.09
774,Male,Blouse,Clothing,53,Kentucky,L,Winter,3.1,14,Fortnightly,15,42,30,Vendor E,1.5,Warehouse E,21.12
775,Male,Jacket,Outerwear,55,Michigan,L,Winter,4.8,16,Quarterly,8,33,36,Vendor C,3.3,Warehouse E,40.47
776,Male,Gloves,Accessories,58,Idaho,L,Spring,3.9,14,Fortnightly,8,43,33,Vendor C,3.3,Warehouse E,35.15
777,Female,Jewelry,Accessories,97,Alabama,S,Fall,4.2,8,Every 3 Months,7,20,45,Vendor E,1.5,Warehouse E,6.7
778,Female,Coat,Outerwear,20,South Dakota,M,Spring,4.7,12,Monthly,5,46,45,Vendor C,3.3,Warehouse E,28.18
779,Male,Blouse,Clothing,35,Alabama,L,Winter,3.3,40,Quarterly,10,18,36,Vendor H,3.9,Warehouse E,31.22
780,Male,Dress,Clothing,30,Connecticut,L,Summer,3.7,40,Monthly,6,33,31,Vendor D,2.6,Warehouse E,30.59
781,Male,Sweater,Clothing,66,Montana,XL,Spring,4.4,14,Weekly,6,10,19,Vendor F,4.8,Warehouse E,46.89
782,Male,Jacket,Outerwear,61,New Mexico,S,Spring,3.3,40,Quarterly,19,47,36,Vendor H,3.9,Warehouse E,38.99
783,Male,Shirt,Clothing,85,Connecticut,S,Summer,4.4,4,Annually,17,44,37,Vendor G,3.0,Warehouse E,8.12
784,Female,Hoodie,Clothing,37,Texas,L,Winter,3.9,21,Every 3 Months,12,27,19,Vendor D,2.6,Warehouse D,35.15
785,Female,Jacket,Outerwear,52,Maryland,S,Summer,3.1,12,Fortnightly,5,37,17,Vendor D,2.6,Warehouse E,33.9
786,Female,Sandals,Footwear,21,Michigan,XL,Summer,4.8,24,Weekly,12,32,14,Vendor C,3.3,Warehouse E,37.85
787,Female,Handbag,Accessories,74,West Virginia,S,Winter,3.8,3,Fortnightly,13,49,20,Vendor E,1.5,Warehouse E,5.39
788,Male,Gloves,Accessories,40,Florida,M,Spring,3.9,12,Annually,9,11,29,Vendor H,3.9,Warehouse E,42.21
789,Male,Skirt,Clothing,82,Maine,S,Spring,4.2,20,Quarterly,10,43,33,Vendor C,3.3,Warehouse E,20.09
790,Male,Jacket,Outerwear,49,Kentucky,XL,Fall,3.6,24,Weekly,17,11,25,Vendor H,3.9,Warehouse E,24.04
791,Male,Scarf,Accessories,81,Pennsylvania,S,Spring,3.3,44,Every 3 Months,16,41,12,Vendor D,2.6,Warehouse E,10.24
792,Male,Coat,Outerwear,86,Oklahoma,L,Fall,2.8,2,Annually,12,21,50,Vendor D,2.6,Warehouse E,15.74
793,Male,Sweater,Clothing,95,Hawaii,M,Spring,3.7,23,Annually,13,11,11,Vendor F,4.8,Warehouse B,16.72
794,Male,Backpack,Accessories,96,Hawaii,M,Winter,4.2,39,Fortnightly,11,47,43,Vendor B,4.4,Warehouse B,41.31
795,Male,Dress,Clothing,70,Georgia,XL,Spring,4.9,46,Weekly,12,29,18,Vendor E,1.5,Warehouse E,15.59
796,Male,Dress,Clothing,89,North Dakota,L,Summer,4.7,36,Every 3 Months,18,19,33,Vendor C,3.3,Warehouse E,33.72
797,Male,Dress,Clothing,91,Washington,M,Spring,4.2,4,Annually,9,50,44,Vendor D,2.6,Warehouse E,39.0
798,Male,Blouse,Clothing,23,Ohio,S,Winter,3.0,28,Annually,15,17,37,Vendor F,4.8,Warehouse E,28.97
799,Male,Socks,Clothing,90,Indiana,M,Spring,4.7,47,Annually,11,41,10,Vendor B,4.4,Warehouse E,34.56
800,Male,Backpack,Accessories,21,Massachusetts,L,Summer,2.9,37,Bi-Weekly,7,38,42,Vendor D,2.6,Warehouse E,42.82
801,Male,Jacket,Outerwear,42,South Dakota,L,Winter,4.4,48,Weekly,12,10,15,Vendor H,3.9,Warehouse E,31.35
802,Male,Belt,Accessories,55,Oregon,L,Spring,3.8,24,Fortnightly,13,35,48,Vendor A,2.2,Warehouse E,26.87
803,Male,Dress,Clothing,92,Michigan,S,Spring,4.4,42,Quarterly,17,22,45,Vendor A,2.2,Warehouse E,26.77
804,Male,Sunglasses,Accessories,48,Oklahoma,M,Winter,3.5,24,Annually,13,25,26,Vendor D,2.6,Warehouse E,28.75
805,Male,Socks,Clothing,98,Arkansas,M,Winter,2.6,28,Quarterly,20,14,18,Vendor A,2.2,Warehouse E,13.17
806,Male,T-shirt,Clothing,44,Alaska,XL,Winter,4.2,9,Fortnightly,6,42,45,Vendor G,3.0,Warehouse E,42.01
807,Male,Backpack,Accessories,31,Louisiana,M,Summer,3.3,48,Every 3 Months,12,30,26,Vendor A,2.2,Warehouse E,28.42
808,Female,Blouse,Clothing,48,Alabama,L,Spring,3.2,31,Bi-Weekly,12,27,24,Vendor B,4.4,Warehouse E,45.51
809,Male,Gloves,Accessories,40,Virginia,L,Winter,2.6,6,Quarterly,8,27,30,Vendor A,2.2,Warehouse E,19.93
810,Male,Sneakers,Footwear,60,South Dakota,S,Fall,3.6,19,Monthly,10,34,30,Vendor B,4.4,Warehouse E,32.03
811,Male,Coat,Outerwear,29,Kentucky,M,Spring,4.3,49,Annually,5,26,24,Vendor D,2.6,Warehouse E,27.41
812,Male,Sweater,Clothing,68,Georgia,L,Fall,3.3,16,Every 3 Months,5,35,15,Vendor B,4.4,Warehouse E,41.92
813,Male,Sweater,Clothing,97,Arkansas,S,Winter,4.8,37,Every 3 Months,17,36,48,Vendor E,1.5,Warehouse E,47.77
814,Female,Boots,Footwear,65,Illinois,M,Summer,3.9,1,Bi-Weekly,5,33,35,Vendor H,3.9,Warehouse A,24.1
815,Male,Sandals,Footwear,92,Rhode Island,XL,Fall,3.5,14,Bi-Weekly,8,34,11,Vendor H,3.9,Warehouse E,8.71
816,Male,Hat,Accessories,44,Hawaii,L,Winter,4.0,37,Weekly,7,32,33,Vendor B,4.4,Warehouse B,16.41
817,Male,Jewelry,Accessories,45,New York,L,Summer,2.9,35,Monthly,12,20,38,Vendor B,4.4,Warehouse E,42.33
818,Male,Hoodie,Clothing,73,Louisiana,L,Winter,4.7,9,Fortnightly,17,28,44,Vendor D,2.6,Warehouse E,41.44
